,genre
4868,pop
2774,jazz
2340,metal
9273,jazz
3734,dance
2685,country
5378,pop
681,country
2288,jazz
1109,classical
2913,rock
8725,dance
7891,pop
9150,country
7172,country
7078,blues
3108,classical
11620,classical
4431,rock
2549,acoustic
11602,classical
10417,rock
8759,jazz
7833,metal
11345,metal
11848,metal
7081,blues
7510,acoustic
8352,pop
9010,acoustic
8628,classical
2590,blues
421,rock
4574,blues
2483,techno
1407,rock
10956,techno
8796,jazz
11685,country
10439,rock
9272,jazz
10345,metal
687,country
4985,techno
8279,jazz
4305,metal
9102,classical
23,acoustic
9727,dance
1487,techno
11147,classical
9572,blues
2450,techno
11490,techno
5605,classical
877,pop
10618,classical
10139,classical
1825,metal
10967,techno
5001,acoustic
5778,jazz
8644,classical
8013,acoustic
6414,rock
2804,metal
2216,dance
9078,blues
9520,acoustic
3803,metal
5501,acoustic
6153,country
3567,blues
8316,metal
5676,country
3385,pop
2327,metal
7356,pop
5432,rock
9453,techno
2702,dance
6616,classical
11668,country
7083,blues
6574,blues
6093,blues
3826,metal
9233,dance
6007,acoustic
9371,pop
8177,country
3219,dance
5429,rock
3578,blues
5000,acoustic
1527,acoustic
7017,acoustic
8426,rock
10707,dance
3991,techno
4009,acoustic
11267,jazz
4682,country
10467,techno
9417,rock
7304,metal
82,blues
4102,classical
6983,techno
2074,blues
9570,blues
3245,dance
1334,metal
99,blues
10702,dance
3143,classical
5037,acoustic
4301,metal
5019,acoustic
8490,techno
9073,blues
2010,acoustic
11528,acoustic
10809,metal
667,country
2819,metal
10466,techno
5369,pop
11633,classical
7684,country
3853,pop
8484,techno
1300,metal
2464,techno
129,classical
2479,techno
5864,pop
208,dance
655,country
3396,pop
2453,techno
4876,pop
9990,techno
10780,jazz
5464,techno
5947,rock
8403,rock
2429,rock
7130,classical
8265,jazz
9242,dance
2777,jazz
11199,country
997,techno
5342,metal
10515,acoustic
8898,pop
5836,metal
7893,pop
3462,techno
2511,acoustic
7073,blues
2284,jazz
8943,rock
2706,dance
6034,acoustic
8992,techno
7314,metal
888,pop
882,pop
11879,pop
11060,blues
6476,techno
5875,pop
10895,pop
11459,techno
7438,rock
4312,metal
6368,pop
4373,pop
1311,metal
8235,dance
9270,jazz
5107,classical
914,rock
9880,pop
861,pop
11760,jazz
1577,blues
11560,blues
245,dance
1683,country
5264,jazz
7855,pop
571,blues
11909,rock
10786,jazz
8188,country
5349,metal
7753,jazz
246,dance
11698,country
2277,jazz
4309,metal
6209,dance
5304,metal
1831,metal
11063,blues
5965,techno
392,pop
1912,rock
7965,techno
8922,rock
8997,techno
1011,acoustic
8991,techno
10561,blues
11378,pop
11510,acoustic
988,techno
4805,metal
5811,metal
9419,rock
8078,blues
373,pop
4045,acoustic
8715,dance
504,acoustic
8583,blues
8153,country
4521,acoustic
5260,jazz
6021,acoustic
11572,blues
8157,country
1612,classical
8813,metal
2843,metal
9479,techno
8780,jazz
4344,metal
11613,classical
3376,pop
3464,techno
1645,classical
10390,pop
3344,metal
7600,classical
9915,rock
9003,acoustic
11610,classical
8505,acoustic
6412,rock
7792,jazz
11548,acoustic
4254,jazz
7904,rock
5371,pop
7894,pop
9564,blues
2210,dance
7929,rock
6553,blues
9883,pop
5569,blues
5050,blues
7555,blues
3581,blues
8033,acoustic
497,techno
3404,rock
9686,country
8956,techno
7764,jazz
9857,pop
3631,classical
204,dance
9904,rock
6552,blues
4763,jazz
4250,jazz
848,metal
5483,techno
9725,dance
8381,pop
1050,blues
4189,country
8627,classical
3982,techno
4150,country
1558,blues
6873,pop
6074,blues
10941,rock
6775,jazz
6125,classical
5635,classical
4403,rock
4852,pop
8118,classical
3189,country
520,acoustic
7864,pop
4889,pop
5982,techno
2623,classical
3009,acoustic
3550,blues
5422,rock
3,acoustic
9794,jazz
1751,jazz
8247,dance
1064,blues
7271,jazz
1082,blues
3863,pop
2467,techno
8906,rock
3047,acoustic
7118,classical
11500,acoustic
1232,dance
7797,jazz
6187,country
9326,metal
2530,acoustic
4277,jazz
5187,country
2837,metal
10550,blues
11597,blues
10078,blues
8332,metal
477,techno
5255,jazz
1868,pop
2304,metal
5749,dance
7282,jazz
9596,blues
4924,rock
601,classical
6926,rock
10606,classical
6167,country
151,country
7437,rock
10218,dance
4166,country
11737,dance
2187,country
2373,pop
1975,techno
10237,dance
2615,classical
4263,jazz
11312,metal
6164,country
8198,country
3653,country
9763,jazz
6583,blues
1351,pop
10721,dance
5248,dance
3103,classical
8811,metal
8431,rock
3070,blues
7752,jazz
3427,rock
11783,jazz
3234,dance
1420,rock
10004,acoustic
7654,country
8007,acoustic
10100,classical
1606,classical
2441,rock
629,classical
1060,blues
2122,classical
4425,rock
9619,classical
10334,metal
9975,techno
2842,metal
4627,classical
4116,classical
6811,metal
2905,rock
5696,country
9527,acoustic
5990,techno
8026,acoustic
7552,blues
9489,techno
9058,blues
11773,jazz
3444,rock
4727,dance
3724,dance
4090,blues
11837,metal
7099,blues
865,pop
523,acoustic
1381,pop
6701,dance
2821,metal
10602,classical
2259,jazz
5830,metal
9410,rock
219,dance
11153,country
4919,rock
4392,pop
6437,rock
3477,techno
8025,acoustic
2895,pop
6325,metal
5485,techno
11630,classical
8525,acoustic
779,jazz
2779,jazz
11458,techno
2977,techno
513,acoustic
7453,techno
3168,country
7889,pop
5712,dance
11887,pop
11484,techno
5893,pop
10608,classical
3759,jazz
7422,rock
7233,dance
1899,pop
5105,classical
3799,jazz
1328,metal
8412,rock
6707,dance
10294,jazz
10648,classical
7751,jazz
10734,dance
11918,rock
10023,acoustic
5288,jazz
8741,dance
7754,jazz
11629,classical
8914,rock
10852,pop
11726,dance
5155,country
3048,acoustic
1088,blues
4685,country
10848,metal
1316,metal
11130,classical
7895,pop
8242,dance
9670,country
1178,country
2360,pop
2335,metal
11649,classical
10233,dance
4563,blues
1492,techno
4162,country
2098,blues
5772,jazz
11087,blues
5315,metal
6381,pop
7487,techno
4969,techno
11100,classical
11013,acoustic
430,rock
6192,country
9283,jazz
3144,classical
7584,blues
808,metal
505,acoustic
4871,pop
2034,acoustic
2026,acoustic
11160,country
11593,blues
3657,country
9116,classical
11220,dance
4647,classical
4837,metal
7521,acoustic
2841,metal
10584,blues
11377,pop
2278,jazz
4281,jazz
11946,rock
4123,classical
11999,techno
9692,country
2228,dance
97,blues
5803,metal
6943,rock
10790,jazz
962,techno
11423,rock
4220,dance
684,country
2669,country
11980,techno
5414,rock
8275,jazz
2568,blues
7823,metal
10169,country
11765,jazz
8958,techno
5352,pop
337,metal
9924,rock
987,techno
2925,rock
4103,classical
9984,techno
10980,techno
8492,techno
7378,pop
1643,classical
1676,country
7724,dance
1987,techno
3300,metal
939,rock
4953,techno
2893,pop
10658,country
4196,country
4173,country
10108,classical
7035,acoustic
7775,jazz
2556,blues
1414,rock
10235,dance
3969,techno
4633,classical
11949,rock
7293,jazz
5054,blues
10937,rock
11064,blues
8950,techno
11203,dance
4927,rock
9014,acoustic
6005,acoustic
2431,rock
10792,jazz
3406,rock
2690,country
9621,classical
145,classical
9814,metal
9015,acoustic
6417,rock
8083,blues
937,rock
8664,country
9754,jazz
8639,classical
1755,jazz
4456,techno
10639,classical
7124,classical
5525,acoustic
8589,blues
2686,country
2031,acoustic
9366,pop
4066,blues
1324,metal
802,metal
5568,blues
7908,rock
11011,acoustic
11370,pop
3545,acoustic
3183,country
6780,jazz
4291,jazz
3652,country
2813,metal
2659,country
1059,blues
11562,blues
3297,jazz
8164,country
10461,techno
6981,techno
5469,techno
9167,country
2524,acoustic
5196,country
4351,pop
6794,jazz
11681,country
11795,jazz
2866,pop
8558,blues
708,dance
3081,blues
5809,metal
10653,country
10807,metal
1847,metal
9760,jazz
11635,classical
6704,dance
3263,jazz
5178,country
3764,jazz
6116,classical
665,country
10190,country
10447,rock
340,metal
10815,metal
10849,metal
9012,acoustic
9312,metal
7890,pop
8227,dance
730,dance
2642,classical
2249,dance
11316,metal
5396,pop
8895,pop
6465,techno
10163,country
4297,jazz
4925,rock
1507,acoustic
515,acoustic
6600,classical
2024,acoustic
2071,blues
5495,techno
2222,dance
4147,classical
2869,pop
9515,acoustic
49,acoustic
7581,blues
5579,blues
5822,metal
4481,techno
6454,techno
544,acoustic
7803,metal
561,blues
2792,jazz
6294,jazz
2949,rock
11478,techno
1711,dance
6897,pop
1413,rock
4079,blues
1874,pop
8716,dance
6702,dance
3371,pop
2233,dance
8339,metal
1623,classical
7865,pop
11799,jazz
5039,acoustic
2751,jazz
755,jazz
10548,acoustic
4620,classical
1600,classical
2540,acoustic
2708,dance
2008,acoustic
9348,metal
9759,jazz
10353,pop
2173,country
5572,blues
1023,acoustic
11780,jazz
11455,techno
10942,rock
4325,metal
9648,classical
9037,acoustic
11380,pop
3055,blues
8534,acoustic
5124,classical
1914,rock
2599,blues
11934,rock
4540,acoustic
10472,techno
5796,jazz
5914,rock
1262,jazz
1704,dance
5539,acoustic
11005,acoustic
3374,pop
2971,techno
9236,dance
10890,pop
1792,jazz
2907,rock
643,classical
11509,acoustic
5444,rock
3118,classical
7472,techno
580,blues
11136,classical
10280,jazz
5955,techno
10655,country
9729,dance
1985,techno
1728,dance
8687,country
3859,pop
10662,country
5372,pop
9013,acoustic
11457,techno
4192,country
8995,techno
11172,country
3753,jazz
9488,techno
679,country
3224,dance
9477,techno
11091,blues
6150,country
4643,classical
3606,classical
3260,jazz
3312,metal
5038,acoustic
8957,techno
6108,classical
2713,dance
11833,metal
6392,pop
1522,acoustic
10728,dance
10080,blues
5707,dance
2899,pop
5779,jazz
3254,jazz
6068,blues
8760,jazz
9486,techno
1549,acoustic
9352,pop
11552,blues
10879,pop
10691,country
2517,acoustic
6796,jazz
11608,classical
4874,pop
6622,classical
4625,classical
2490,techno
9332,metal
11349,metal
668,country
5740,dance
6470,techno
11431,rock
6743,dance
6731,dance
5068,blues
9297,jazz
8612,classical
11855,pop
9301,metal
940,rock
5792,jazz
6129,classical
1494,techno
4510,acoustic
9912,rock
1596,blues
11244,dance
701,dance
9418,rock
3454,techno
7445,rock
2835,metal
1788,jazz
2720,dance
1543,acoustic
881,pop
5562,blues
4093,blues
1591,blues
6813,metal
6758,jazz
4178,country
7157,country
11874,pop
5336,metal
6660,country
123,classical
9765,jazz
11480,techno
10405,rock
4783,jazz
1460,techno
6395,pop
3645,classical
624,classical
10523,acoustic
10073,blues
6629,classical
2657,country
4943,rock
8865,pop
6143,classical
10101,classical
6262,jazz
10443,rock
7168,country
8596,blues
9192,country
217,dance
3556,blues
11956,techno
2537,acoustic
9978,techno
3480,techno
1579,blues
1101,classical
2973,techno
10066,blues
6890,pop
11475,techno
7040,acoustic
9149,classical
5840,metal
707,dance
816,metal
5233,dance
6254,jazz
6135,classical
3025,acoustic
1006,acoustic
11628,classical
6299,jazz
9466,techno
7633,classical
3379,pop
10671,country
288,jazz
7800,metal
6759,jazz
8522,acoustic
4624,classical
206,dance
7337,metal
3218,dance
641,classical
11498,techno
8241,dance
7986,techno
10031,acoustic
1910,rock
10855,pop
3897,pop
1809,metal
1347,metal
8626,classical
9278,jazz
9121,classical
966,techno
9099,blues
11257,jazz
7108,classical
5215,dance
10231,dance
8497,techno
7618,classical
6892,pop
9427,rock
3273,jazz
8622,classical
327,metal
7597,blues
372,pop
9541,acoustic
9800,metal
11038,acoustic
1237,dance
10897,pop
11768,jazz
5455,techno
10644,classical
6705,dance
1139,classical
7126,classical
6845,metal
10252,jazz
38,acoustic
3891,pop
6789,jazz
4341,metal
4817,metal
4420,rock
8003,acoustic
8800,metal
6765,jazz
11139,classical
1673,country
7431,rock
7283,jazz
1473,techno
10802,metal
6022,acoustic
9928,rock
3621,classical
343,metal
3580,blues
1719,dance
8807,metal
10247,dance
209,dance
11190,country
3811,metal
5386,pop
6365,pop
3366,pop
5138,classical
1531,acoustic
5162,country
6691,country
9202,dance
11965,techno
5783,jazz
11755,jazz
11196,country
7196,country
10652,country
530,acoustic
10149,classical
8114,classical
7801,metal
9821,metal
8354,pop
11742,dance
432,rock
5280,jazz
5176,country
2402,rock
4984,techno
3813,metal
7138,classical
1901,rock
3478,techno
8881,pop
7490,techno
3994,techno
5686,country
5548,acoustic
789,jazz
2566,blues
8151,country
10507,acoustic
6486,techno
8280,jazz
6829,metal
4760,jazz
3711,dance
5617,classical
2589,blues
10972,techno
10591,blues
6662,country
5129,classical
5538,acoustic
4911,rock
10502,acoustic
6371,pop
6594,blues
4184,country
10421,rock
1130,classical
8050,blues
4724,dance
1725,dance
282,jazz
5502,acoustic
10112,classical
1952,techno
3687,country
10858,pop
6253,jazz
5564,blues
828,metal
10272,jazz
4365,pop
6241,dance
4016,acoustic
822,metal
8579,blues
4128,classical
8451,techno
8806,metal
2053,blues
9115,classical
5509,acoustic
8704,dance
6963,techno
8006,acoustic
4606,classical
6364,pop
6025,acoustic
979,techno
3951,techno
10065,blues
1984,techno
4583,blues
7858,pop
1818,metal
6105,classical
11716,dance
8911,rock
1008,acoustic
11712,dance
7727,dance
6727,dance
9509,acoustic
1016,acoustic
11905,rock
8908,rock
11659,country
1966,techno
11571,blues
10764,jazz
3459,techno
2261,jazz
11497,techno
5711,dance
4707,dance
5477,techno
8396,pop
8379,pop
3752,jazz
3873,pop
11893,pop
3211,dance
5475,techno
3044,acoustic
11914,rock
7921,rock
5567,blues
4959,techno
7788,jazz
10554,blues
9626,classical
5646,classical
2325,metal
286,jazz
10230,dance
3848,metal
4832,metal
8110,classical
5980,techno
7200,dance
7819,metal
10374,pop
4439,rock
3418,rock
934,rock
5997,techno
4422,rock
9310,metal
7132,classical
2854,pop
9710,dance
7906,rock
4111,classical
9696,country
4497,techno
1533,acoustic
6002,acoustic
11056,blues
5498,techno
6176,country
9770,jazz
309,metal
4472,techno
1880,pop
4898,pop
7652,country
8550,blues
281,jazz
8749,dance
9792,jazz
3670,country
4717,dance
11135,classical
9715,dance
2027,acoustic
6377,pop
5834,metal
3073,blues
399,pop
11404,rock
10557,blues
1156,country
2042,acoustic
4417,rock
8079,blues
10516,acoustic
9256,jazz
4938,rock
1771,jazz
7645,classical
9987,techno
3543,acoustic
5943,rock
6366,pop
2367,pop
11002,acoustic
393,pop
3898,pop
1883,pop
2674,country
5554,blues
6708,dance
1727,dance
7377,pop
10703,dance
5173,country
4877,pop
11405,rock
10318,metal
1458,techno
3735,dance
7883,pop
6976,techno
10414,rock
11148,classical
4033,acoustic
4781,jazz
6312,metal
10531,acoustic
8173,country
9879,pop
7898,pop
7598,blues
331,metal
6323,metal
11899,pop
312,metal
2587,blues
3278,jazz
2044,acoustic
5023,acoustic
1884,pop
5559,blues
6529,acoustic
8569,blues
5651,country
9266,jazz
6462,techno
2451,techno
4515,acoustic
132,classical
613,classical
1693,country
490,techno
10566,blues
2162,country
3147,classical
11678,country
7623,classical
8764,jazz
5086,blues
3133,classical
3283,jazz
1576,blues
1967,techno
11623,classical
11534,acoustic
4520,acoustic
11978,techno
7585,blues
11225,dance
7808,metal
1150,country
5142,classical
11686,country
6545,acoustic
1743,dance
10091,blues
311,metal
6556,blues
9767,jazz
15,acoustic
4479,techno
2341,metal
686,country
6133,classical
10955,techno
8207,dance
2014,acoustic
2107,classical
7708,dance
516,acoustic
6231,dance
10076,blues
10877,pop
3414,rock
4274,jazz
7474,techno
10192,country
6225,dance
10730,dance
6927,rock
3810,metal
11108,classical
7963,techno
11116,classical
1157,country
8890,pop
6673,country
5683,country
8573,blues
8103,classical
1039,acoustic
7762,jazz
2844,metal
2143,classical
5254,jazz
8018,acoustic
6842,metal
8938,rock
7311,metal
1000,acoustic
3029,acoustic
2700,dance
6284,jazz
6528,acoustic
5755,jazz
5445,rock
8899,pop
4531,acoustic
9675,country
9460,techno
10007,acoustic
4115,classical
11420,rock
482,techno
8562,blues
8848,metal
9222,dance
9473,techno
11171,country
5053,blues
3923,rock
6389,pop
957,techno
9254,jazz
4604,classical
4470,techno
8498,techno
9072,blues
1182,country
189,country
8730,dance
2802,metal
4106,classical
1403,rock
7444,rock
287,jazz
7649,classical
4435,rock
5991,techno
5892,pop
9931,rock
752,jazz
4333,metal
9777,jazz
114,classical
3756,jazz
11574,blues
439,rock
9077,blues
5841,metal
6446,rock
121,classical
5343,metal
6044,acoustic
1159,country
662,country
4684,country
59,blues
5018,acoustic
8532,acoustic
7089,blues
1820,metal
3488,techno
4227,dance
3747,dance
5857,pop
9837,metal
8717,dance
9823,metal
1875,pop
10082,blues
5872,pop
2062,blues
4957,techno
4777,jazz
6425,rock
6142,classical
615,classical
7589,blues
7539,acoustic
2087,blues
4118,classical
2827,metal
2,acoustic
1817,metal
4292,jazz
11850,pop
8228,dance
11472,techno
9204,dance
8970,techno
6559,blues
6407,rock
7107,classical
1780,jazz
2075,blues
7506,acoustic
9643,classical
9665,country
6127,classical
6363,pop
7320,metal
11193,country
7620,classical
8897,pop
8527,acoustic
809,metal
9471,techno
10011,acoustic
5404,rock
495,techno
6835,metal
3540,acoustic
10428,rock
8089,blues
8850,pop
8444,rock
6306,metal
6467,techno
2295,jazz
7428,rock
9218,dance
7744,dance
7456,techno
5338,metal
3467,techno
7432,rock
2425,rock
8214,dance
10432,rock
11611,classical
9907,rock
7086,blues
4077,blues
5611,classical
9549,acoustic
1802,metal
11462,techno
1298,jazz
1252,jazz
1162,country
456,techno
776,jazz
5391,pop
10612,classical
298,jazz
10996,techno
8199,country
2561,blues
7290,jazz
8347,metal
9303,metal
9942,rock
2680,country
7469,techno
6590,blues
2942,rock
2847,metal
2704,dance
7590,blues
618,classical
233,dance
4548,acoustic
9063,blues
10123,classical
9196,country
3681,country
5410,rock
5742,dance
9713,dance
584,blues
8125,classical
7003,acoustic
2672,country
6735,dance
9932,rock
6351,pop
1614,classical
9214,dance
6689,country
3021,acoustic
3668,country
1555,blues
397,pop
1652,country
5080,blues
3295,jazz
8150,country
5256,jazz
6292,jazz
5231,dance
3974,techno
891,pop
4979,techno
4421,rock
2553,blues
8387,pop
1864,pop
6401,rock
7979,techno
2709,dance
5935,rock
6905,rock
4471,techno
4125,classical
830,metal
5217,dance
10483,techno
6711,dance
1829,metal
6521,acoustic
6951,techno
7756,jazz
389,pop
9944,rock
9910,rock
1392,pop
1444,rock
5220,dance
3513,acoustic
4255,jazz
6511,acoustic
2987,techno
800,metal
1934,rock
1142,classical
6949,rock
11947,rock
8548,acoustic
5715,dance
4973,techno
1466,techno
543,acoustic
3436,rock
2139,classical
6342,metal
786,jazz
10009,acoustic
10731,dance
1528,acoustic
143,classical
5996,techno
11131,classical
4232,dance
1532,acoustic
11653,country
4070,blues
8762,jazz
3375,pop
8621,classical
7738,dance
8360,pop
8508,acoustic
8323,metal
10958,techno
11512,acoustic
10513,acoustic
7291,jazz
1773,jazz
5510,acoustic
3910,rock
1481,techno
10517,acoustic
1526,acoustic
5838,metal
6831,metal
7467,techno
6161,country
2850,pop
8239,dance
1018,acoustic
7348,metal
8428,rock
3768,jazz
9569,blues
547,acoustic
519,acoustic
1158,country
6309,metal
8916,rock
29,acoustic
3256,jazz
3553,blues
11454,techno
10643,classical
3837,metal
4732,dance
6767,jazz
8721,dance
3779,jazz
11021,acoustic
9588,blues
1563,blues
2477,techno
2976,techno
4560,blues
10841,metal
10689,country
9038,acoustic
7959,techno
8873,pop
9325,metal
5309,metal
2265,jazz
8314,metal
5319,metal
2271,jazz
153,country
7651,country
522,acoustic
6106,classical
8763,jazz
5671,country
7470,techno
6073,blues
3659,country
8894,pop
10492,techno
11543,acoustic
8278,jazz
2057,blues
8218,dance
2695,country
73,blues
5919,rock
8052,blues
6977,techno
10579,blues
7530,acoustic
777,jazz
5540,acoustic
10036,acoustic
4098,blues
10281,jazz
3136,classical
3433,rock
10018,acoustic
2369,pop
8537,acoustic
3890,pop
1895,pop
6970,techno
4483,techno
10813,metal
11270,jazz
7672,country
8544,acoustic
1584,blues
417,rock
2639,classical
8710,dance
3333,metal
4541,acoustic
7743,dance
2890,pop
6051,blues
9432,rock
9718,dance
5016,acoustic
9148,classical
2396,pop
11107,classical
2770,jazz
566,blues
11289,jazz
5533,acoustic
7149,classical
11438,rock
5555,blues
10669,country
10143,classical
4722,dance
7001,acoustic
9281,jazz
7274,jazz
2875,pop
6815,metal
2723,dance
8960,techno
7822,metal
1696,country
10418,rock
3725,dance
6516,acoustic
2348,metal
8363,pop
8929,rock
3854,pop
3731,dance
8552,blues
11392,pop
8417,rock
8507,acoustic
2617,classical
1054,blues
11592,blues
3129,classical
9974,techno
936,rock
6393,pop
4555,blues
1667,country
11328,metal
9952,techno
658,country
6993,techno
556,blues
10109,classical
1552,blues
11779,jazz
10715,dance
10293,jazz
4894,pop
10088,blues
1370,pop
259,jazz
9533,acoustic
6675,country
10997,techno
2346,metal
3568,blues
6267,jazz
8828,metal
1301,metal
725,dance
11814,metal
11631,classical
3394,pop
9295,jazz
7176,country
8650,country
5036,acoustic
741,dance
3420,rock
9416,rock
9699,country
3210,dance
10843,metal
4154,country
9524,acoustic
5301,metal
3907,rock
5209,dance
3004,acoustic
6776,jazz
5405,rock
6499,techno
3299,jazz
3031,acoustic
8932,rock
2882,pop
11530,acoustic
365,pop
3172,country
11442,rock
1393,pop
8217,dance
11677,country
5111,classical
7993,techno
5766,jazz
876,pop
1141,classical
10775,jazz
6910,rock
11889,pop
1084,blues
3947,rock
578,blues
8136,classical
9361,pop
244,dance
3131,classical
10222,dance
1762,jazz
11158,country
5726,dance
10316,metal
2624,classical
6595,blues
4881,pop
5417,rock
10694,country
6995,techno
5504,acoustic
5547,acoustic
3517,acoustic
275,jazz
7208,dance
11687,country
6642,classical
1453,techno
9591,blues
6246,dance
9341,metal
10905,rock
11880,pop
11492,techno
6578,blues
6415,rock
508,acoustic
9441,rock
9959,techno
3104,classical
5594,blues
10061,blues
1217,dance
6932,rock
11864,pop
973,techno
10868,pop
3582,blues
6061,blues
10656,country
6988,techno
9154,country
3109,classical
5466,techno
7023,acoustic
4197,country
11501,acoustic
2068,blues
7942,rock
3633,classical
11731,dance
7799,jazz
1916,rock
5326,metal
6566,blues
9302,metal
10335,metal
8329,metal
9964,techno
1254,jazz
2323,metal
6,acoustic
11720,dance
3664,country
6525,acoustic
5243,dance
10907,rock
4397,pop
585,blues
11424,rock
9006,acoustic
7342,metal
2413,rock
368,pop
2234,dance
8291,jazz
10915,rock
11111,classical
8768,jazz
2730,dance
7495,techno
8097,blues
799,jazz
4731,dance
11910,rock
794,jazz
6996,techno
2498,techno
5680,country
5522,acoustic
11421,rock
5426,rock
10099,blues
5727,dance
8111,classical
569,blues
510,acoustic
5931,rock
9519,acoustic
6576,blues
5438,rock
10540,acoustic
6353,pop
2494,techno
1143,classical
8781,jazz
7209,dance
1468,techno
1772,jazz
1439,rock
11717,dance
1920,rock
6084,blues
7020,acoustic
4705,dance
10768,jazz
10317,metal
10349,metal
9382,pop
5344,metal
9425,rock
4523,acoustic
2183,country
8140,classical
11414,rock
8571,blues
11675,country
3361,pop
7709,dance
9980,techno
4891,pop
8422,rock
10569,blues
10039,acoustic
3554,blues
3685,country
4229,dance
4644,classical
3677,country
7379,pop
9934,rock
7601,classical
11555,blues
6773,jazz
3750,jazz
8346,metal
5431,rock
105,classical
6998,techno
3522,acoustic
917,rock
5489,techno
3921,rock
2950,techno
3702,dance
3216,dance
9336,metal
8523,acoustic
10161,country
10539,acoustic
3232,dance
8243,dance
5936,rock
8326,metal
3808,metal
3667,country
9369,pop
11827,metal
10862,pop
8075,blues
11753,jazz
9745,dance
9868,pop
2562,blues
864,pop
2500,acoustic
6473,techno
1860,pop
5350,pop
6148,classical
6699,country
1502,acoustic
10307,metal
4005,acoustic
953,techno
9379,pop
4276,jazz
7705,dance
2791,jazz
10202,dance
4151,country
1927,rock
7064,blues
1757,jazz
4669,country
11967,techno
9869,pop
6219,dance
299,jazz
2474,techno
3355,pop
3704,dance
8411,rock
878,pop
3691,country
3056,blues
6626,classical
7907,rock
8624,classical
7704,dance
9290,jazz
5151,country
10624,classical
4906,rock
6986,techno
3381,pop
551,blues
8645,classical
2480,techno
7308,metal
557,blues
9324,metal
9632,classical
2150,country
3115,classical
263,jazz
2583,blues
11298,jazz
7204,dance
648,classical
3330,metal
5306,metal
11361,pop
7426,rock
6723,dance
7997,techno
10818,metal
4044,acoustic
2810,metal
1946,rock
1716,dance
8690,country
5331,metal
3266,jazz
3185,country
2322,metal
8355,pop
3071,blues
1438,rock
5745,dance
492,techno
11447,rock
1635,classical
11429,rock
10217,dance
10426,rock
11590,blues
8707,dance
10266,jazz
7094,blues
2189,country
7662,country
3447,rock
6215,dance
11674,country
1215,dance
9443,rock
11997,techno
11983,techno
4464,techno
1102,classical
4662,country
8831,metal
2755,jazz
9123,classical
5460,techno
8449,rock
6992,techno
1862,pop
6460,techno
2221,dance
11294,jazz
930,rock
354,pop
1525,acoustic
8483,techno
11181,country
9106,classical
1956,techno
5043,acoustic
2612,classical
1627,classical
2510,acoustic
5747,dance
4029,acoustic
11162,country
3624,classical
5117,classical
2333,metal
1344,metal
10084,blues
9402,rock
10382,pop
9762,jazz
3952,techno
8826,metal
4561,blues
7214,dance
3912,rock
11202,dance
9223,dance
8823,metal
11428,rock
2407,rock
9661,country
2597,blues
9579,blues
8753,jazz
10783,jazz
1869,pop
11992,techno
10114,classical
5802,metal
5159,country
7784,jazz
2986,techno
414,rock
2631,classical
6770,jazz
4697,country
10157,country
7511,acoustic
11535,acoustic
11012,acoustic
10588,blues
6878,pop
4740,dance
1749,dance
3975,techno
2289,jazz
3718,dance
5606,classical
8536,acoustic
4436,rock
11567,blues
5201,dance
8350,pop
3309,metal
11119,classical
4384,pop
11452,techno
8162,country
2644,classical
542,acoustic
9996,techno
3916,rock
8754,jazz
1055,blues
9681,country
9383,pop
8098,blues
3936,rock
915,rock
1305,metal
8852,pop
5958,techno
11049,acoustic
6130,classical
10456,techno
2424,rock
559,blues
5637,classical
9900,rock
3754,jazz
6222,dance
3489,techno
9971,techno
3046,acoustic
3788,jazz
1383,pop
2066,blues
897,pop
10300,metal
221,dance
8000,acoustic
1315,metal
1145,classical
7611,classical
7207,dance
6667,country
10150,country
10820,metal
4553,blues
6082,blues
4887,pop
11343,metal
807,metal
10001,acoustic
2790,jazz
2953,techno
5384,pop
5709,dance
9,acoustic
5933,rock
6614,classical
11342,metal
2113,classical
146,classical
5355,pop
10623,classical
1590,blues
6409,rock
4711,dance
1930,rock
8602,classical
11263,jazz
9306,metal
11000,acoustic
7119,classical
843,metal
3941,rock
1617,classical
6602,classical
3020,acoustic
8782,jazz
3973,techno
11065,blues
252,jazz
8094,blues
358,pop
5047,acoustic
4632,classical
1166,country
6658,country
2198,country
6223,dance
4160,country
6819,metal
11781,jazz
4795,jazz
10524,acoustic
8677,country
6435,rock
5058,blues
6160,country
5164,country
1731,dance
4978,techno
1033,acoustic
5992,techno
9097,blues
729,dance
2123,classical
792,jazz
2061,blues
9744,dance
5467,techno
7069,blues
1331,metal
3500,acoustic
11121,classical
11461,techno
10053,blues
1335,metal
1713,dance
8681,country
1836,metal
8342,metal
1717,dance
6620,classical
7131,classical
446,rock
9184,country
3956,techno
2749,dance
2397,pop
9240,dance
6912,rock
9018,acoustic
1907,rock
3049,acoustic
9540,acoustic
8744,dance
11109,classical
7121,classical
3552,blues
529,acoustic
4809,metal
11718,dance
553,blues
7181,country
5523,acoustic
9797,jazz
1981,techno
9617,classical
8077,blues
11409,rock
1196,country
5226,dance
6543,acoustic
5856,pop
5240,dance
7005,acoustic
11732,dance
7173,country
10162,country
8779,jazz
8416,rock
4248,dance
4204,dance
3339,metal
8307,metal
3034,acoustic
7370,pop
2763,jazz
10952,techno
6538,acoustic
3226,dance
3342,metal
7677,country
8460,techno
2613,classical
5937,rock
8939,rock
11373,pop
8598,blues
4815,metal
7357,pop
3301,metal
8388,pop
